,open,high,low,close,adj_close,volume,dividend
2008-04-30,115.14,125.0,113.86,120.7,65.3708,192087200,0.0
2008-05-30,121.06,129.99,120.78,129.43,70.3813,159517500,0.5
2008-06-30,128.67,129.37,118.15,118.53,64.4541,152327500,0.0
2008-07-31,117.5,130.93,116.6,127.98,69.5928,200876500,0.0
2008-08-29,128.52,129.97,121.5,121.73,66.4504,137028800,0.5
2008-09-30,122.87,124.0,109.95,116.96,63.8466,218411700,0.0
2008-10-31,115.51,116.8,78.82,92.97,50.7508,314972000,0.0
2008-11-28,92.64,94.76,69.5,81.6,44.8057,218313000,0.5
2008-12-31,80.95,87.27,75.31,84.16,46.2113,188846100,0.0
2009-01-30,83.89,94.94,81.76,91.65,50.324,208959400,0.0
2009-02-27,90.6,97.1,82.85,92.03,50.7955,223017600,0.5
2009-03-31,91.17,99.86,83.02,96.89,53.4779,286114500,0.0
2009-04-30,96.13,106.05,95.7,103.21,56.9662,213623100,0.0
2009-05-29,103.78,106.82,99.83,106.28,58.9691,153084700,0.55
2009-06-30,106.94,110.64,103.51,104.42,57.9371,160502100,0.0
2009-07-31,105.0,119.37,99.5,117.93,65.433,176171400,0.0
2009-08-31,118.88,120.88,116.12,118.05,65.8065,112480200,0.55
2009-09-30,117.67,122.88,115.15,119.61,66.6761,131522200,0.0
2009-10-30,119.39,128.61,117.26,120.61,67.2336,183531100,0.0
2009-11-30,120.61,128.94,119.5,126.35,70.747,110748200,0.55
2009-12-31,127.29,132.85,126.0,130.9,73.2947,124475900,0.0
2010-01-29,131.18,134.25,121.9,122.39,68.5297,156110600,0.0
2010-02-26,123.23,128.27,121.61,127.16,71.5219,113211200,0.55
2010-03-31,127.5,130.73,125.2,128.25,72.1349,139997300,0.0
2010-04-30,128.95,132.28,127.12,129.0,72.5568,146426400,0.0
2010-05-28,129.39,133.1,116.0,125.26,70.8228,188444200,0.65
2010-06-30,124.69,131.94,122.82,123.48,69.8163,162019100,0.0
2010-07-30,123.55,131.6,120.61,128.4,72.5981,144080000,0.0
2010-08-31,129.25,132.49,122.28,123.13,69.9662,117394000,0.65
2010-09-30,125.31,136.11,124.52,134.14,76.2224,116092900,0.0
2010-10-29,135.51,144.0,134.39,143.6,81.5978,137284700,0.0
2010-11-30,143.64,147.53,141.18,141.46,80.7385,104096700,0.65
2010-12-31,143.61,147.5,143.51,146.76,83.7635,93392800,0.0
2011-01-31,147.21,164.35,146.64,162.0,92.4618,118831600,0.0
2011-02-28,162.11,166.25,159.03,161.88,92.755,89067500,0.65
2011-03-31,163.15,167.72,151.71,163.07,93.4368,129714300,0.0
2011-04-29,163.7,173.0,162.19,170.58,97.74,100769500,0.0
2011-05-31,172.11,173.54,165.9,168.93,97.2244,110804200,0.75
2011-06-30,168.9,172.4468,161.52,171.55,98.7323,105442400,0.0
2011-07-29,171.61,185.63,171.49,181.85,104.6602,113593200,0.0
2011-08-31,182.6,183.69,157.13,171.91,99.3859,195054100,0.75
2011-09-30,172.71,180.91,158.76,174.87,101.0971,137895000,0.0
2011-10-31,174.36,190.53,168.88,184.63,106.7397,144563700,0.0
2011-11-30,181.55,189.97,177.06,188.0,109.1233,97014100,0.75
2011-12-30,187.01,194.9,179.04,183.88,106.7318,103436500,0.0
2012-01-31,186.73,193.1,177.3472,192.6,111.7933,110015000,0.0
2012-02-29,193.21,199.23,190.831,196.73,114.6344,78809900,0.75
2012-03-30,197.23,209.12,196.812,208.65,121.5802,88096900,0.0
2012-04-30,208.96,210.69,196.791,207.08,120.6653,86603000,0.0
2012-05-31,207.18,208.929,192.0,192.9,112.8769,86005300,0.85
2012-06-29,190.12,199.99,187.0,195.58,114.4451,84559100,0.0
2012-07-31,196.36,197.84,181.85,195.98,114.6791,91516500,0.0
2012-08-31,196.96,202.0,193.02,194.85,114.5049,60653700,0.85
2012-09-28,196.61,208.32,193.25,207.45,121.9093,77341400,0.0
2012-10-31,208.01,211.79,190.56,194.53,114.3168,96155000,0.0
2012-11-30,194.96,198.0,184.78,190.07,112.1925,81892500,0.85
2012-12-31,190.76,196.45,186.94,191.55,113.0661,79320200,0.0
2013-01-31,194.09,208.58,190.39,203.07,119.866,87636600,0.0
2013-02-28,204.65,205.35,197.51,200.83,119.0451,64144100,0.85
2013-03-28,200.65,215.9,199.36,213.3,126.4369,76023800,0.0
2013-04-30,212.8,214.89,187.68,202.54,120.0587,108666600,0.0
2013-05-31,201.87,211.98,199.2,208.02,123.879,90683600,0.95
2013-06-28,208.25,210.05,188.41,191.11,113.8088,80215000,0.0
2013-07-31,192.15,200.94,190.26,195.04,116.1492,88079400,0.0
2013-08-30,196.65,197.17,181.1,182.27,109.0913,73077400,0.95
2013-09-30,183.63,194.89,182.31,185.18,110.833,71488100,0.0
2013-10-31,185.34,186.99,172.57,179.21,107.2599,130967100,0.0
2013-11-29,179.81,186.24,177.31,179.68,108.1113,100984900,0.95
2013-12-31,179.46,187.79,172.73,187.57,112.8587,97993100,0.0
2014-01-31,187.21,190.81,175.34,176.68,106.3063,123489300,0.0
2014-02-28,176.02,186.12,172.19,185.17,112.0206,87054800,0.95
2014-03-31,183.33,195.63,182.21,192.49,116.4489,118984000,0.0
2014-04-30,193.12,199.21,187.01,196.47,118.8566,118447100,0.0
2014-05-30,196.31,196.74,182.33,184.36,112.1786,70018300,1.1
2014-06-30,184.76,187.65,179.27,181.27,110.2984,78501700,0.0
2014-07-31,181.7,196.4,181.7,191.67,116.6266,97597800,0.0
2014-08-29,190.5,194.133,183.58,192.3,117.702,53441600,1.1
2014-09-30,192.68,195.0,188.12,189.83,116.1902,64033759,0.0
2014-10-31,189.91,190.89,161.1,164.4,100.6252,146272610,0.0
2014-11-28,164.25,164.97,159.8,162.17,99.9365,80018581,1.1
2014-12-31,161.64,164.52,150.5,160.44,98.8704,101614529,0.0
2015-01-30,161.31,163.31,149.52,153.31,94.4765,117395861,0.0
2015-02-27,154.0,164.99,151.51,161.94,100.4952,77654705,1.1
2015-03-31,161.68,165.35,153.4,160.5,99.6016,104899758,0.0
2015-04-30,160.23,175.1303,158.39,171.29,106.2975,93821213,0.0
2015-05-29,173.2,176.3,168.84,169.65,106.0846,57916093,1.3
2015-06-30,170.21,171.5601,162.12,162.66,101.7137,80845501,0.0
2015-07-31,163.97,173.78,158.5,161.99,101.2947,93805392,0.0
2015-08-31,161.7,161.85,140.62,147.89,93.2468,93750967,1.3
2015-09-30,144.84,149.68,141.1501,144.97,91.4057,81761648,0.0
2015-10-30,145.31,153.147,137.33,140.08,88.3225,120622363,0.0
2015-11-30,140.5,142.8,131.65,139.42,88.733,85421426,1.3
2015-12-31,139.58,141.4,133.91,137.62,87.5874,97650594,0.0
2016-01-29,135.6,136.89,118.0,124.79,79.4218,126204196,0.0
2016-02-29,124.4,134.92,116.901,131.03,84.247,106703104,1.3
2016-03-31,132.24,153.1,132.03,151.45,97.3762,105698603,0.0
2016-04-29,150.51,153.52,142.61,145.94,93.8335,94431134,0.0
2016-05-31,146.56,153.81,142.9,153.74,99.7882,75248178,1.4
2016-06-30,153.0,155.48,142.5,151.78,98.516,77115961,0.0
2016-07-29,152.19,163.6,149.92,160.62,104.2538,69930927,0.0
2016-08-31,160.65,164.95,157.85,158.88,104.0154,69680582,1.4
2016-09-30,158.32,165.0,153.21,158.85,103.9957,69951563,0.0
2016-10-31,158.06,158.53,147.79,153.69,100.6176,78325840,0.0
2016-11-30,153.5,164.66,151.0,162.22,107.1602,76340912,1.4
2016-12-30,161.95,169.952,158.3,165.99,109.6506,69463793,0.0
2017-01-31,167.0,179.25,165.34,174.52,115.2854,88671370,0.0
2017-02-28,175.0,182.79,172.89,179.82,119.7305,59817600,1.4
2017-03-31,180.48,182.55,172.0937,174.14,115.9485,79476385,0.0
2017-04-28,173.82,176.33,159.6,160.29,106.7267,99850446,0.0
2017-05-31,160.05,160.42,149.79,152.63,102.6226,102455942,1.5
2017-06-30,152.8,157.2,150.8,153.83,103.4294,82652760,0.0
2017-07-31,153.58,156.025,143.64,144.67,97.2706,91242021,0.0
2017-08-31,145.0,145.67,139.13,143.03,97.183,79260314,1.5
2017-09-29,142.98,147.42,141.64,145.08,98.5759,77056229,0.0
2017-10-31,145.35,162.51,145.21,154.06,104.6774,121490046,0.0
2017-11-30,154.1,154.9,146.211,153.97,105.6603,89208545,1.5
2017-12-29,154.4,157.85,151.49,153.42,105.2829,87525752,0.0
2018-01-31,154.5,171.13,153.54,163.7,112.3374,140197975,0.0
2018-02-28,163.19,164.13,144.4,155.83,108.0235,100673819,1.5
2018-03-29,155.53,162.11,148.54,153.43,106.3598,92113147,0.0
2018-04-30,153.34,162.0,144.11,144.96,100.4883,122893135,0.0
2018-05-31,144.65,146.2,139.9,141.31,99.0365,88812832,1.57
2018-06-29,142.43,147.52,137.45,139.7,97.9081,90243111,0.0
2018-07-31,138.28,150.54,138.2,144.93,101.5736,95015127,0.0
2018-08-31,144.76,147.93,142.0,146.48,103.7732,79196876,1.57
2018-09-28,145.98,153.35,144.81,151.21,107.1241,95868702,0.0
2018-10-31,151.71,154.36,114.09,115.43,81.7759,198093801,0.0
2018-11-30,115.5,125.06,114.54,124.27,89.1589,141719180,1.57
2018-12-31,125.67,126.59,105.94,113.67,81.5538,115600988,0.0
2019-01-31,112.01,135.41,111.69,134.42,96.4411,120388583,0.0
2019-02-28,134.97,140.49,132.12,138.13,100.2711,68462024,1.57
2019-03-29,139.31,142.12,133.58,141.1,102.4271,74688899,0.0
2019-04-30,141.51,145.39,136.26,140.27,101.8246,80199229,0.0
2019-05-31,140.55,141.81,126.85,126.99,93.2878,75537897,1.62
2019-06-28,127.1,140.15,127.06,137.9,101.3024,61342985,0.0
2019-07-31,139.6,151.94,139.13,148.24,108.8982,80175943,0.0
2019-08-30,148.9,152.95,128.83,135.53,100.7126,96719129,1.62
2019-09-30,134.85,146.57,133.33,145.42,108.0619,62083780,0.0
2019-10-31,145.59,147.35,130.9,133.73,99.375,92647927,0.0
2019-11-29,134.5,139.14,132.75,134.45,101.0855,64898948,1.62
2019-12-31,134.45,136.42,130.69,134.04,100.7773,71661951,0.0
2020-01-31,135.0,145.79,133.2,143.73,108.0627,112864967,0.0
2020-02-28,144.25,158.75,126.36,130.15,98.8859,118092333,1.62
2020-03-31,130.75,136.1,90.56,110.93,84.2829,189585053,0.0
2020-04-30,106.36,129.31,104.52,125.56,95.3985,130400316,0.0
2020-05-29,123.19,126.97,111.81,124.9,96.173,92864791,1.63
2020-06-30,124.64,135.88,115.88,120.77,92.9929,120931250,0.0
2020-07-31,120.27,132.17,115.2,122.94,94.6638,113972765,0.0
2020-08-31,123.5,130.47,122.15,123.31,96.1872,74033007,1.63
2020-09-30,122.85,129.95,116.48,121.67,94.908,84510174,0.0
2020-10-30,122.36,135.5,105.92,111.66,87.0997,159130911,0.0
2020-11-30,112.65,125.313,111.16,123.52,97.7104,103461100,1.63
2020-12-31,123.9,127.69,121.72,125.88,99.5773,102587006,0.0
2021-01-29,125.85,132.24,117.36,119.11,94.2219,176168962,0.0
2021-02-26,119.9,124.35,118.12,118.93,95.3355,106339228,1.63
2021-03-31,120.35,137.07,118.755,133.26,106.8225,127967821,0.0
2021-04-30,133.76,148.74,130.38,141.88,113.7324,122920494,0.0
2021-05-28,143.81,148.515,140.92,143.74,116.5225,98036425,1.64
2021-06-30,145.0,152.84,143.04,146.59,118.8328,84365220,0.0
2021-07-30,146.96,147.5,136.2089,140.96,114.2689,110625907,0.0
2021-08-31,141.45,144.7,137.21,140.34,115.0872,69687056,1.64
2021-09-30,139.98,140.57,132.78,138.93,113.9309,76644238,0.0
2021-10-29,141.0,146.0,124.62,125.1,102.5895,144097758,0.0
2021-11-30,125.05,127.29,114.56,117.1,101.8094,119252012,1.64
2021-12-31,118.25,134.99,116.56,133.66,116.2071,113930079,0.0
2022-01-31,134.07,142.2,124.193,133.57,116.1288,147238382,0.0
2022-02-28,133.76,138.82,118.81,122.51,107.8213,98492968,1.64
2022-03-31,122.67,133.08,120.7,130.02,114.4309,96447210,0.0
2022-04-29,129.66,141.88,124.91,132.21,116.3583,107525264,0.0
2022-05-31,133.0,139.83,125.8,138.84,123.6931,113207659,1.65
2022-06-30,139.67,144.73,132.85,141.19,125.7867,105815743,0.0
2022-07-29,141.0,141.87,125.13,130.79,116.5213,129801061,0.0
2022-08-31,130.75,139.34,128.4,128.45,115.895,77392342,1.65
2022-09-30,128.4,130.99,118.61,118.81,107.1972,87256958,0.0
2022-10-31,120.16,138.8615,115.545,138.29,124.7732,113480787,0.0
2022-11-30,138.25,150.46,133.97,148.9,135.9596,93620235,1.65
2022-12-30,149.98,153.21,137.195,140.89,128.6457,86426226,0.0
2023-01-31,141.1,147.18,132.98,134.73,123.0211,105576019,0.0
2023-02-28,134.49,137.39,128.86,129.3,119.5194,76080679,1.65
2023-03-31,128.9,131.48,121.71,131.09,121.174,138093084,0.0
2023-04-28,130.97,132.61,124.56,126.41,116.8481,83664114,0.0
2023-05-31,126.35,130.0699,120.55,128.59,120.4915,95710890,1.66
2023-06-30,128.44,139.469,127.78,133.81,125.3828,100722016,0.0
2023-07-31,133.42,144.605,131.55,144.18,135.0997,85778938,0.0
2023-08-31,144.25,147.7275,139.76,146.83,139.1856,84274205,1.66
2023-09-29,147.26,151.9299,139.61,140.3,132.9956,82806487,0.0
2023-10-31,140.04,144.76,135.87,144.64,137.1097,94386980,0.0
2023-11-30,145.0,158.6,144.45,158.56,152.0067,78460252,1.66
2023-12-29,158.41,166.34,158.0,163.55,156.7904,87358302,0.0
2024-01-31,162.83,196.9,157.885,183.66,176.0693,128121557,0.0
2024-02-29,183.63,188.95,178.75,185.03,178.9798,88679550,1.66
2024-03-28,185.49,199.18,185.18,190.96,184.7159,99921776,0.0
2024-04-30,190.0,193.28,165.2605,166.2,160.7655,98297181,0.0
2024-05-31,165.69,175.46,162.62,166.85,163.0153,78620355,1.67
2024-06-28,166.54,178.4599,163.53,172.95,168.9751,70706301,0.0
2024-07-31,173.45,196.26,173.38,192.14,187.7241,81258646,0.0
2024-08-30,192.81,202.17,181.81,202.13,199.2071,65453729,1.67
2024-09-30,201.91,224.15,199.335,221.08,217.8831,83415811,0.0
2024-10-31,220.63,237.37,203.51,206.72,203.7307,105624376,0.0
2024-11-29,207.77,230.36,204.07,227.41,225.8966,77280587,1.67
2024-12-31,227.5,239.35,217.6523,219.83,218.367,81535689,0.0
2025-01-31,221.82,261.8,214.61,255.7,253.9983,92424171,0.0
2025-02-24,252.4,265.72,246.87,261.87,261.87,72980197,1.67
