,open,high,low,close,adj_close,volume,dividend
2020-01-31,296.24,327.85,292.75,309.51,74.9352,734044103,0.0
2020-02-28,304.3,327.22,256.37,273.36,66.3422,755223231,0.77
2020-03-31,282.28,304.0,212.61,254.29,61.714,1570331732,0.0
2020-04-30,246.5,294.53,236.9,293.8,71.3028,816530808,0.0
2020-05-29,286.25,324.24,285.85,317.94,77.3654,701660022,0.82
2020-06-30,317.75,372.38,317.21,364.8,88.768,810900890,0.0
2020-07-31,365.12,425.66,356.58,425.04,103.4263,755162226,0.0
2020-08-31,432.8,515.14,126.0,129.04,125.8306,1184207050,0.82
2020-09-30,132.76,137.98,103.1,115.81,112.9296,3886793083,0.0
2020-10-30,117.64,125.39,107.72,108.86,106.1525,2895317580,0.0
2020-11-30,109.11,121.99,107.32,119.05,116.2896,2122724412,0.205
2020-12-31,121.01,138.789,120.01,132.69,129.6133,2319687808,0.0
2021-01-29,133.52,145.09,126.382,131.96,128.9002,2239366098,0.0
2021-02-26,133.75,137.877,118.39,121.26,118.6259,1825486961,0.205
2021-03-31,123.75,128.72,116.21,122.15,119.4965,2650845211,0.0
2021-04-30,123.66,137.07,122.49,131.46,128.6043,1889956694,0.0
2021-05-28,132.04,134.07,122.25,124.61,122.1091,1711935110,0.22
2021-06-30,125.08,137.41,123.13,136.96,134.2112,1606114354,0.0
2021-07-30,136.6,150.0,135.76,145.86,142.9326,1916751489,0.0
2021-08-31,146.36,153.49,144.5,151.83,149.0067,1462773381,0.22
2021-09-30,152.83,157.26,141.27,141.5,138.8688,1797948421,0.0
2021-10-29,141.9,153.165,138.27,149.8,147.0145,1565079040,0.0
2021-11-30,148.985,165.7,147.48,165.3,162.4622,1688864233,0.22
2021-12-31,167.48,182.13,157.8,177.57,174.5215,2443227128,0.0
2022-01-31,177.83,182.94,154.7,174.78,171.7794,2106513962,0.0
2022-02-28,174.01,176.65,152.0,165.12,162.4924,1628570227,0.22
2022-03-31,164.695,179.61,150.1,174.61,171.8314,2171827429,0.0
2022-04-29,174.03,178.49,155.38,157.65,155.1413,1683547838,0.0
2022-05-31,156.71,166.48,132.61,148.84,146.6856,2400305601,0.23
2022-06-30,149.9,151.74,129.04,136.72,134.7411,1749297959,0.0
2022-07-29,136.04,163.63,135.66,162.51,160.1578,1447364668,0.0
2022-08-31,161.01,176.15,157.14,157.22,155.1599,1509735435,0.23
2022-09-30,156.64,164.26,138.0,138.2,136.3891,2083968147,0.0
2022-10-31,138.21,157.5,134.37,153.34,151.3307,1868381344,0.0
2022-11-30,155.08,155.45,134.38,148.03,146.3331,1724948219,0.23
2022-12-30,148.21,150.9199,125.87,129.93,128.4406,1675731304,0.0
2023-01-31,130.28,147.23,124.17,144.29,142.636,1443652725,0.0
2023-02-28,143.97,157.38,141.32,147.41,145.9422,1307294493,0.23
2023-03-31,146.83,165.0,143.9,164.9,163.258,1520461315,0.0
2023-04-28,164.27,169.85,159.78,169.68,167.9904,967580718,0.0
2023-05-31,169.28,179.35,164.31,177.25,175.7291,1275052503,0.24
2023-06-30,177.7,194.48,176.9306,193.97,192.3056,1297863403,0.0
2023-07-31,193.78,198.23,186.6,196.45,194.7643,996368613,0.0
2023-08-31,196.235,196.73,171.96,187.87,186.5094,1323817340,0.24
2023-09-29,189.485,189.98,167.62,171.21,169.97,1337873796,0.0
2023-10-31,171.22,182.34,165.67,170.77,169.5332,1172845791,0.0
2023-11-30,171.0,192.93,170.12,189.95,188.8171,1099760711,0.24
2023-12-29,190.33,199.62,187.4511,192.53,191.3817,1062317718,0.0
2024-01-31,187.15,196.38,180.17,184.4,183.3002,1187139861,0.0
2024-02-29,183.985,191.05,179.25,180.75,179.9003,1161711745,0.24
2024-03-28,179.55,180.53,168.49,171.48,170.6739,1430780147,0.0
2024-04-30,171.19,178.36,164.075,170.33,169.5293,1240410671,0.0
2024-05-31,169.58,193.0,169.11,192.25,191.6076,1336570142,0.25
2024-06-28,192.9,220.2,192.15,210.62,209.9162,1723984420,0.0
2024-07-31,212.09,237.23,211.92,222.08,221.3379,1153193377,0.0
2024-08-30,224.37,232.92,196.0,229.0,228.4971,1122666993,0.25
2024-09-30,228.55,233.09,213.92,233.0,232.4883,1231814423,0.0
2024-10-31,229.52,237.49,221.33,225.91,225.4139,930835961,0.0
2024-11-29,220.965,237.81,219.71,237.33,237.0697,891640714,0.25
2024-12-31,237.27,260.1,237.16,250.42,250.1453,977942014,0.0
2025-01-31,248.93,249.1,219.38,236.0,235.7411,1200291603,0.0
2025-02-25,229.99,249.98,225.7,247.04,247.04,719181750,0.25
