Model,RMSE,MAE,R²
LSTM,0.5697637527378958,0.4708404105050225,-0.23704435583137884
XGBoost,0.9260477752598234,0.724859615325928,-0.44516858256671044
Prophet,12.26306699269121,7.774589614950311,-236.04581318407932
