Model,RMSE,MAE,R²
LSTM,2.5266237622328056,1.7384289714268277,-0.932972665646401
XGBoost,4.652421575722347,4.199740173339843,-5.39436461105259
Prophet,11.842417027772257,7.42634914047626,-39.372104736104156
